dataset;method;model;Precision;Recall;F1-Score;G mean;Balanced Accuracy
transfusion;2;Neural Network (MLP);0.53;0.43;0.48;0.62;0.66
transfusion;2;Logistic Regression;0.24;1.0;0.38;0.0;0.5
vowel0;2;KNN;1.0;1.0;1.0;1.0;1.0
vowel0;2;Random Forest;0.93;0.96;0.95;0.98;0.98
vowel0;2;Decision Tree;0.85;0.81;0.83;0.9;0.9
vowel0;2;XGBoost;0.93;0.96;0.95;0.98;0.98
vowel0;2;AdaBoost;0.87;0.96;0.91;0.97;0.97
vowel0;2;Gradient Boosting;0.93;0.93;0.93;0.96;0.96
vowel0;2;Extra Trees;1.0;0.96;0.98;0.98;0.98
vowel0;2;Neural Network (MLP);1.0;0.89;0.94;0.94;0.94
vowel0;2;Logistic Regression;0.55;0.63;0.59;0.77;0.79
yeast1;2;KNN;0.51;0.78;0.61;0.73;0.73
yeast1;2;Random Forest;0.51;0.67;0.58;0.71;0.71
yeast1;2;Decision Tree;0.47;0.66;0.55;0.68;0.68
yeast1;2;XGBoost;0.55;0.68;0.61;0.72;0.73
yeast1;2;AdaBoost;0.45;0.71;0.55;0.68;0.68
yeast1;2;Gradient Boosting;0.52;0.65;0.58;0.7;0.7
yeast1;2;Extra Trees;0.5;0.72;0.59;0.71;0.71
yeast1;2;Neural Network (MLP);0.46;0.67;0.54;0.67;0.67
yeast1;2;Logistic Regression;0.45;0.71;0.55;0.67;0.68
yeast3;2;KNN;0.63;0.88;0.74;0.91;0.91
yeast3;2;Random Forest;0.66;0.84;0.74;0.89;0.89
yeast3;2;Decision Tree;0.64;0.8;0.71;0.87;0.87
yeast3;2;XGBoost;0.66;0.84;0.74;0.89;0.89
yeast3;2;AdaBoost;0.61;0.9;0.73;0.91;0.91
yeast3;2;Gradient Boosting;0.66;0.88;0.75;0.91;0.91
yeast3;2;Extra Trees;0.71;0.84;0.77;0.89;0.9
yeast3;2;Neural Network (MLP);0.65;0.86;0.74;0.9;0.9
yeast3;2;Logistic Regression;0.52;0.9;0.66;0.9;0.9
abalone9-18;4;KNN;0.27;0.77;0.4;0.82;0.82
abalone9-18;4;Random Forest;0.31;0.85;0.46;0.86;0.86
abalone9-18;4;Decision Tree;0.27;0.85;0.41;0.85;0.85
abalone9-18;4;XGBoost;0.33;0.69;0.45;0.79;0.8
abalone9-18;4;AdaBoost;0.25;0.69;0.37;0.78;0.78
abalone9-18;4;Gradient Boosting;0.46;0.85;0.59;0.89;0.89
abalone9-18;4;Extra Trees;0.3;0.85;0.44;0.86;0.86
abalone9-18;4;Neural Network (MLP);0.32;0.92;0.48;0.9;0.9
abalone9-18;4;Logistic Regression;0.26;0.77;0.39;0.82;0.82
cleveland-0_vs_4;4;KNN;0.0;0.0;0.0;0.0;0.5
cleveland-0_vs_4;4;Random Forest;1.0;0.75;0.86;0.87;0.88
cleveland-0_vs_4;4;Decision Tree;0.5;0.25;0.33;0.49;0.61
cleveland-0_vs_4;4;XGBoost;0.67;0.5;0.57;0.7;0.74
cleveland-0_vs_4;4;AdaBoost;1.0;0.5;0.67;0.71;0.75
cleveland-0_vs_4;4;Gradient Boosting;0.75;0.75;0.75;0.86;0.86
cleveland-0_vs_4;4;Extra Trees;1.0;0.5;0.67;0.71;0.75
cleveland-0_vs_4;4;Neural Network (MLP);0.0;0.0;0.0;0.0;0.5
cleveland-0_vs_4;4;Logistic Regression;0.67;1.0;0.8;0.98;0.98
dermatology-6;4;KNN;1.0;1.0;1.0;1.0;1.0
dermatology-6;4;Random Forest;1.0;1.0;1.0;1.0;1.0
dermatology-6;4;Decision Tree;1.0;1.0;1.0;1.0;1.0
dermatology-6;4;XGBoost;1.0;1.0;1.0;1.0;1.0
dermatology-6;4;AdaBoost;1.0;1.0;1.0;1.0;1.0
dermatology-6;4;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
dermatology-6;4;Extra Trees;1.0;1.0;1.0;1.0;1.0
dermatology-6;4;Neural Network (MLP);0.75;1.0;0.86;0.99;0.99
dermatology-6;4;Logistic Regression;1.0;1.0;1.0;1.0;1.0
ecoli-0_vs_1;4;KNN;1.0;0.91;0.95;0.96;0.96
ecoli-0_vs_1;4;Random Forest;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;4;Decision Tree;0.96;0.96;0.96;0.97;0.97
ecoli-0_vs_1;4;XGBoost;0.96;0.96;0.96;0.97;0.97
ecoli-0_vs_1;4;AdaBoost;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;4;Gradient Boosting;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;4;Extra Trees;1.0;0.91;0.95;0.96;0.96
ecoli-0_vs_1;4;Neural Network (MLP);0.96;0.96;0.96;0.97;0.97
ecoli-0_vs_1;4;Logistic Regression;1.0;0.96;0.98;0.98;0.98
ecoli1;4;KNN;0.83;0.87;0.85;0.91;0.91
ecoli1;4;Random Forest;0.77;0.87;0.82;0.9;0.9
ecoli1;4;Decision Tree;0.78;0.78;0.78;0.86;0.86
ecoli1;4;XGBoost;0.81;0.74;0.77;0.84;0.84
ecoli1;4;AdaBoost;0.81;0.91;0.86;0.92;0.92
ecoli1;4;Gradient Boosting;0.8;0.87;0.83;0.9;0.9
ecoli1;4;Extra Trees;0.68;0.91;0.78;0.89;0.89
ecoli1;4;Neural Network (MLP);0.63;0.83;0.72;0.84;0.84
ecoli1;4;Logistic Regression;0.63;0.96;0.76;0.89;0.89
iris0;4;KNN;1.0;1.0;1.0;1.0;1.0
iris0;4;Random Forest;1.0;1.0;1.0;1.0;1.0
iris0;4;Decision Tree;1.0;1.0;1.0;1.0;1.0
iris0;4;XGBoost;0.94;1.0;0.97;0.98;0.98
iris0;4;AdaBoost;1.0;1.0;1.0;1.0;1.0
iris0;4;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
iris0;4;Extra Trees;1.0;1.0;1.0;1.0;1.0
iris0;4;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
iris0;4;Logistic Regression;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;4;KNN;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;4;Random Forest;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;4;Decision Tree;0.8;1.0;0.89;1.0;1.0
kddcup-guess_passwd_vs_satan;4;XGBoost;0.8;1.0;0.89;1.0;1.0
kddcup-guess_passwd_vs_satan;4;AdaBoost;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;4;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;4;Extra Trees;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;4;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;4;Logistic Regression;0.89;1.0;0.94;1.0;1.0
Migraine_onevsrest_0;4;KNN;0.73;0.46;0.57;0.65;0.68
Migraine_onevsrest_0;4;Random Forest;0.92;0.85;0.89;0.9;0.91
Migraine_onevsrest_0;4;Decision Tree;0.94;0.83;0.88;0.9;0.9
Migraine_onevsrest_0;4;XGBoost;0.87;0.83;0.85;0.88;0.88
Migraine_onevsrest_0;4;AdaBoost;0.91;0.76;0.83;0.85;0.86
Migraine_onevsrest_0;4;Gradient Boosting;0.95;0.88;0.91;0.92;0.93
Migraine_onevsrest_0;4;Extra Trees;0.95;0.88;0.91;0.92;0.93
Migraine_onevsrest_0;4;Neural Network (MLP);0.94;0.83;0.88;0.9;0.9
Migraine_onevsrest_0;4;Logistic Regression;0.75;0.8;0.78;0.83;0.83
Migraine_onevsrest_1;4;KNN;0.78;0.78;0.78;0.86;0.87
Migraine_onevsrest_1;4;Random Forest;0.95;1.0;0.97;0.99;0.99
Migraine_onevsrest_1;4;Decision Tree;0.95;1.0;0.97;0.99;0.99
Migraine_onevsrest_1;4;XGBoost;0.9;1.0;0.95;0.99;0.99
Migraine_onevsrest_1;4;AdaBoost;0.95;1.0;0.97;0.99;0.99
Migraine_onevsrest_1;4;Gradient Boosting;0.95;1.0;0.97;0.99;0.99
Migraine_onevsrest_1;4;Extra Trees;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_1;4;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_1;4;Logistic Regression;0.95;1.0;0.97;0.99;0.99
Migraine_onevsrest_2;4;KNN;0.47;1.0;0.64;0.96;0.96
Migraine_onevsrest_2;4;Random Forest;0.64;1.0;0.78;0.98;0.98
Migraine_onevsrest_2;4;Decision Tree;0.78;1.0;0.88;0.99;0.99
Migraine_onevsrest_2;4;XGBoost;0.7;1.0;0.82;0.99;0.99
Migraine_onevsrest_2;4;AdaBoost;0.54;1.0;0.7;0.97;0.97
Migraine_onevsrest_2;4;Gradient Boosting;0.7;1.0;0.82;0.99;0.99
Migraine_onevsrest_2;4;Extra Trees;0.58;1.0;0.74;0.98;0.98
Migraine_onevsrest_2;4;Neural Network (MLP);0.38;0.71;0.5;0.81;0.82
Migraine_onevsrest_2;4;Logistic Regression;0.21;0.86;0.33;0.82;0.82
Migraine_onevsrest_3;4;KNN;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;4;Random Forest;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;4;Decision Tree;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;4;XGBoost;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;4;AdaBoost;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;4;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;4;Extra Trees;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;4;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_3;4;Logistic Regression;0.86;1.0;0.92;1.0;1.0
Migraine_onevsrest_4;4;KNN;0.83;1.0;0.91;1.0;1.0
Migraine_onevsrest_4;4;Random Forest;0.56;1.0;0.71;0.98;0.98
Migraine_onevsrest_4;4;Decision Tree;0.42;1.0;0.59;0.97;0.97
Migraine_onevsrest_4;4;XGBoost;0.38;1.0;0.56;0.96;0.96
Migraine_onevsrest_4;4;AdaBoost;0.83;1.0;0.91;1.0;1.0
Migraine_onevsrest_4;4;Gradient Boosting;0.71;1.0;0.83;0.99;0.99
Migraine_onevsrest_4;4;Extra Trees;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_4;4;Neural Network (MLP);0.83;1.0;0.91;1.0;1.0
Migraine_onevsrest_4;4;Logistic Regression;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_5;4;KNN;0.36;1.0;0.53;0.97;0.97
Migraine_onevsrest_5;4;Random Forest;0.44;1.0;0.62;0.98;0.98
Migraine_onevsrest_5;4;Decision Tree;0.44;1.0;0.62;0.98;0.98
Migraine_onevsrest_5;4;XGBoost;0.4;1.0;0.57;0.97;0.97
Migraine_onevsrest_5;4;AdaBoost;0.5;1.0;0.67;0.98;0.98
Migraine_onevsrest_5;4;Gradient Boosting;0.44;1.0;0.62;0.98;0.98
Migraine_onevsrest_5;4;Extra Trees;0.44;1.0;0.62;0.98;0.98
Migraine_onevsrest_5;4;Neural Network (MLP);0.33;1.0;0.5;0.96;0.96
Migraine_onevsrest_5;4;Logistic Regression;0.27;1.0;0.42;0.95;0.95
new-thyroid1;4;KNN;1.0;0.82;0.9;0.9;0.91
new-thyroid1;4;Random Forest;1.0;1.0;1.0;1.0;1.0
new-thyroid1;4;Decision Tree;0.92;1.0;0.96;0.99;0.99
new-thyroid1;4;XGBoost;1.0;1.0;1.0;1.0;1.0
new-thyroid1;4;AdaBoost;1.0;1.0;1.0;1.0;1.0
new-thyroid1;4;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
new-thyroid1;4;Extra Trees;1.0;1.0;1.0;1.0;1.0
new-thyroid1;4;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
new-thyroid1;4;Logistic Regression;0.69;1.0;0.81;0.95;0.95
newthyroid2;4;KNN;1.0;0.82;0.9;0.9;0.91
newthyroid2;4;Random Forest;1.0;0.82;0.9;0.9;0.91
newthyroid2;4;Decision Tree;1.0;0.82;0.9;0.9;0.91
newthyroid2;4;XGBoost;1.0;0.82;0.9;0.9;0.91
newthyroid2;4;AdaBoost;1.0;1.0;1.0;1.0;1.0
newthyroid2;4;Gradient Boosting;0.9;0.82;0.86;0.9;0.9
newthyroid2;4;Extra Trees;1.0;0.91;0.95;0.95;0.95
newthyroid2;4;Neural Network (MLP);0.2;1.0;0.33;0.41;0.58
newthyroid2;4;Logistic Regression;0.65;1.0;0.79;0.94;0.94
Obesity_onevsrest_0;4;KNN;0.73;1.0;0.85;0.97;0.97
Obesity_onevsrest_0;4;Random Forest;0.95;0.95;0.95;0.97;0.97
Obesity_onevsrest_0;4;Decision Tree;0.95;1.0;0.98;1.0;1.0
Obesity_onevsrest_0;4;XGBoost;0.98;0.99;0.98;0.99;0.99
Obesity_onevsrest_0;4;AdaBoost;0.95;1.0;0.98;1.0;1.0
Obesity_onevsrest_0;4;Gradient Boosting;0.94;1.0;0.97;1.0;1.0
Obesity_onevsrest_0;4;Extra Trees;0.96;0.95;0.96;0.97;0.97
Obesity_onevsrest_0;4;Neural Network (MLP);0.78;1.0;0.88;0.98;0.98
Obesity_onevsrest_0;4;Logistic Regression;0.13;1.0;0.23;0.0;0.5
Obesity_onevsrest_1;4;KNN;0.94;0.74;0.83;0.86;0.87
Obesity_onevsrest_1;4;Random Forest;0.88;0.84;0.86;0.91;0.91
Obesity_onevsrest_1;4;Decision Tree;0.83;0.87;0.85;0.92;0.92
Obesity_onevsrest_1;4;XGBoost;0.96;0.94;0.95;0.97;0.97
Obesity_onevsrest_1;4;AdaBoost;0.58;0.65;0.61;0.77;0.79
Obesity_onevsrest_1;4;Gradient Boosting;0.98;0.94;0.96;0.97;0.97
Obesity_onevsrest_1;4;Extra Trees;0.8;0.8;0.8;0.88;0.88
Obesity_onevsrest_1;4;Neural Network (MLP);0.75;0.8;0.77;0.88;0.88
Obesity_onevsrest_1;4;Logistic Regression;0.34;0.59;0.43;0.69;0.7
Obesity_onevsrest_2;4;KNN;0.82;0.9;0.86;0.94;0.94
Obesity_onevsrest_2;4;Random Forest;1.0;0.61;0.76;0.78;0.81
Obesity_onevsrest_2;4;Decision Tree;0.78;0.69;0.73;0.82;0.83
Obesity_onevsrest_2;4;XGBoost;0.94;0.9;0.92;0.95;0.95
Obesity_onevsrest_2;4;AdaBoost;0.62;0.54;0.58;0.72;0.75
Obesity_onevsrest_2;4;Gradient Boosting;0.97;0.93;0.95;0.96;0.96
Obesity_onevsrest_2;4;Extra Trees;0.98;0.76;0.86;0.87;0.88
Obesity_onevsrest_2;4;Neural Network (MLP);0.29;0.05;0.08;0.22;0.51
Obesity_onevsrest_2;4;Logistic Regression;0.13;1.0;0.23;0.0;0.5
Obesity_onevsrest_3;4;KNN;0.9;0.86;0.88;0.92;0.92
Obesity_onevsrest_3;4;Random Forest;0.99;0.98;0.98;0.99;0.99
Obesity_onevsrest_3;4;Decision Tree;0.91;0.94;0.93;0.96;0.96
Obesity_onevsrest_3;4;XGBoost;0.97;0.98;0.97;0.99;0.99
Obesity_onevsrest_3;4;AdaBoost;0.66;0.57;0.61;0.74;0.76
Obesity_onevsrest_3;4;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
Obesity_onevsrest_3;4;Extra Trees;1.0;0.98;0.99;0.99;0.99
Obesity_onevsrest_3;4;Neural Network (MLP);0.7;0.84;0.76;0.89;0.89
Obesity_onevsrest_3;4;Logistic Regression;0.24;0.44;0.31;0.58;0.61
Obesity_onevsrest_4;4;KNN;0.93;0.96;0.94;0.97;0.97
Obesity_onevsrest_4;4;Random Forest;0.99;0.96;0.98;0.98;0.98
Obesity_onevsrest_4;4;Decision Tree;0.92;0.92;0.92;0.95;0.95
Obesity_onevsrest_4;4;XGBoost;0.97;0.96;0.97;0.98;0.98
Obesity_onevsrest_4;4;AdaBoost;0.67;0.65;0.66;0.78;0.79
Obesity_onevsrest_4;4;Gradient Boosting;0.98;0.96;0.97;0.98;0.98
Obesity_onevsrest_4;4;Extra Trees;0.99;0.91;0.95;0.96;0.96
Obesity_onevsrest_4;4;Neural Network (MLP);0.81;0.83;0.82;0.89;0.9
Obesity_onevsrest_4;4;Logistic Regression;0.17;1.0;0.29;0.0;0.5
Obesity_onevsrest_5;4;KNN;0.99;1.0;0.99;1.0;1.0
Obesity_onevsrest_5;4;Random Forest;1.0;0.99;0.99;0.99;0.99
Obesity_onevsrest_5;4;Decision Tree;0.99;0.99;0.99;0.99;0.99
Obesity_onevsrest_5;4;XGBoost;1.0;0.93;0.97;0.97;0.97
Obesity_onevsrest_5;4;AdaBoost;1.0;0.98;0.99;0.99;0.99
Obesity_onevsrest_5;4;Gradient Boosting;1.0;0.97;0.98;0.98;0.98
Obesity_onevsrest_5;4;Extra Trees;1.0;0.98;0.99;0.99;0.99
Obesity_onevsrest_5;4;Neural Network (MLP);0.95;0.97;0.96;0.98;0.98
Obesity_onevsrest_5;4;Logistic Regression;0.29;0.97;0.44;0.76;0.79
Obesity_onevsrest_6;4;KNN;0.91;1.0;0.95;0.99;0.99
Obesity_onevsrest_6;4;Random Forest;0.99;1.0;0.99;1.0;1.0
Obesity_onevsrest_6;4;Decision Tree;0.96;1.0;0.98;1.0;1.0
Obesity_onevsrest_6;4;XGBoost;0.98;1.0;0.99;1.0;1.0
Obesity_onevsrest_6;4;AdaBoost;0.87;1.0;0.93;0.99;0.99
Obesity_onevsrest_6;4;Gradient Boosting;0.98;1.0;0.99;1.0;1.0
Obesity_onevsrest_6;4;Extra Trees;0.99;1.0;0.99;1.0;1.0
Obesity_onevsrest_6;4;Neural Network (MLP);0.89;1.0;0.94;0.99;0.99
Obesity_onevsrest_6;4;Logistic Regression;0.94;1.0;0.97;0.99;0.99
page-blocks-1-3_vs_4;4;KNN;0.67;0.5;0.57;0.7;0.74
page-blocks-1-3_vs_4;4;Random Forest;1.0;1.0;1.0;1.0;1.0
page-blocks-1-3_vs_4;4;Decision Tree;0.89;1.0;0.94;1.0;1.0
page-blocks-1-3_vs_4;4;XGBoost;0.89;1.0;0.94;1.0;1.0
page-blocks-1-3_vs_4;4;AdaBoost;0.89;1.0;0.94;1.0;1.0
page-blocks-1-3_vs_4;4;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
page-blocks-1-3_vs_4;4;Extra Trees;1.0;1.0;1.0;1.0;1.0
page-blocks-1-3_vs_4;4;Neural Network (MLP);0.54;0.88;0.67;0.91;0.92
page-blocks-1-3_vs_4;4;Logistic Regression;0.47;1.0;0.64;0.97;0.97
pima;4;KNN;0.59;0.55;0.57;0.66;0.68
pima;4;Random Forest;0.66;0.6;0.63;0.71;0.72
pima;4;Decision Tree;0.62;0.74;0.67;0.75;0.75
pima;4;XGBoost;0.68;0.62;0.65;0.73;0.73
pima;4;AdaBoost;0.63;0.71;0.67;0.74;0.74
pima;4;Gradient Boosting;0.68;0.68;0.68;0.75;0.75
pima;4;Extra Trees;0.62;0.56;0.59;0.68;0.69
pima;4;Neural Network (MLP);0.55;0.6;0.57;0.67;0.67
pima;4;Logistic Regression;0.59;0.54;0.56;0.66;0.67
transfusion;4;KNN;0.44;0.45;0.45;0.61;0.64
transfusion;4;Random Forest;0.5;0.42;0.45;0.6;0.64
transfusion;4;Decision Tree;0.62;0.45;0.52;0.64;0.68
transfusion;4;XGBoost;0.61;0.47;0.53;0.65;0.69
transfusion;4;AdaBoost;0.52;0.49;0.5;0.65;0.68
transfusion;4;Gradient Boosting;0.6;0.47;0.53;0.65;0.69
transfusion;4;Extra Trees;0.55;0.45;0.49;0.63;0.67
transfusion;4;Neural Network (MLP);0.38;0.66;0.48;0.66;0.66
transfusion;4;Logistic Regression;0.24;1.0;0.38;0.0;0.5
vowel0;4;KNN;1.0;1.0;1.0;1.0;1.0
vowel0;4;Random Forest;0.84;1.0;0.92;0.99;0.99
vowel0;4;Decision Tree;0.86;0.89;0.87;0.94;0.94
vowel0;4;XGBoost;0.89;0.93;0.91;0.96;0.96
vowel0;4;AdaBoost;0.83;0.93;0.88;0.95;0.95
vowel0;4;Gradient Boosting;0.84;0.96;0.9;0.97;0.97
vowel0;4;Extra Trees;0.96;0.96;0.96;0.98;0.98
vowel0;4;Neural Network (MLP);1.0;0.96;0.98;0.98;0.98
vowel0;4;Logistic Regression;0.74;0.85;0.79;0.91;0.91
yeast1;4;KNN;0.5;0.75;0.6;0.72;0.72
yeast1;4;Random Forest;0.51;0.66;0.58;0.7;0.7
yeast1;4;Decision Tree;0.5;0.65;0.57;0.69;0.69
yeast1;4;XGBoost;0.48;0.66;0.56;0.68;0.68
yeast1;4;AdaBoost;0.46;0.74;0.56;0.69;0.69
yeast1;4;Gradient Boosting;0.48;0.67;0.56;0.68;0.68
yeast1;4;Extra Trees;0.51;0.72;0.6;0.72;0.72
yeast1;4;Neural Network (MLP);0.51;0.65;0.57;0.69;0.7
yeast1;4;Logistic Regression;0.46;0.72;0.56;0.69;0.69
yeast3;4;KNN;0.58;0.86;0.69;0.89;0.89
yeast3;4;Random Forest;0.69;0.82;0.75;0.88;0.89
yeast3;4;Decision Tree;0.66;0.9;0.76;0.92;0.92
yeast3;4;XGBoost;0.68;0.84;0.75;0.89;0.89
yeast3;4;AdaBoost;0.58;0.92;0.71;0.92;0.92
yeast3;4;Gradient Boosting;0.67;0.88;0.76;0.91;0.91
yeast3;4;Extra Trees;0.75;0.86;0.8;0.91;0.91
yeast3;4;Neural Network (MLP);0.63;0.92;0.75;0.93;0.93
yeast3;4;Logistic Regression;0.52;0.9;0.66;0.9;0.9
abalone9-18;8;KNN;0.27;0.77;0.4;0.82;0.82
abalone9-18;8;Random Forest;0.32;0.85;0.47;0.87;0.87
abalone9-18;8;Decision Tree;0.26;0.85;0.4;0.85;0.85
abalone9-18;8;XGBoost;0.36;0.69;0.47;0.8;0.81
abalone9-18;8;AdaBoost;0.27;0.69;0.39;0.78;0.79
abalone9-18;8;Gradient Boosting;0.33;0.62;0.43;0.75;0.77
abalone9-18;8;Extra Trees;0.31;0.85;0.45;0.86;0.86
abalone9-18;8;Neural Network (MLP);0.37;0.85;0.51;0.88;0.88
abalone9-18;8;Logistic Regression;0.29;0.77;0.42;0.82;0.82
cleveland-0_vs_4;8;KNN;0.0;0.0;0.0;0.0;0.5
cleveland-0_vs_4;8;Random Forest;1.0;0.75;0.86;0.87;0.88
cleveland-0_vs_4;8;Decision Tree;0.5;0.25;0.33;0.49;0.61
cleveland-0_vs_4;8;XGBoost;0.75;0.75;0.75;0.86;0.86
cleveland-0_vs_4;8;AdaBoost;1.0;0.75;0.86;0.87;0.88
cleveland-0_vs_4;8;Gradient Boosting;1.0;0.75;0.86;0.87;0.88
cleveland-0_vs_4;8;Extra Trees;1.0;0.5;0.67;0.71;0.75
cleveland-0_vs_4;8;Neural Network (MLP);0.0;0.0;0.0;0.0;0.5
cleveland-0_vs_4;8;Logistic Regression;0.75;0.75;0.75;0.86;0.86
dermatology-6;8;KNN;1.0;1.0;1.0;1.0;1.0
dermatology-6;8;Random Forest;1.0;1.0;1.0;1.0;1.0
dermatology-6;8;Decision Tree;1.0;1.0;1.0;1.0;1.0
dermatology-6;8;XGBoost;1.0;1.0;1.0;1.0;1.0
dermatology-6;8;AdaBoost;1.0;1.0;1.0;1.0;1.0
dermatology-6;8;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
dermatology-6;8;Extra Trees;1.0;1.0;1.0;1.0;1.0
dermatology-6;8;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
dermatology-6;8;Logistic Regression;1.0;1.0;1.0;1.0;1.0
ecoli-0_vs_1;8;KNN;1.0;0.91;0.95;0.96;0.96
ecoli-0_vs_1;8;Random Forest;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;8;Decision Tree;0.96;0.96;0.96;0.97;0.97
ecoli-0_vs_1;8;XGBoost;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;8;AdaBoost;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;8;Gradient Boosting;1.0;0.96;0.98;0.98;0.98
ecoli-0_vs_1;8;Extra Trees;1.0;0.91;0.95;0.96;0.96
ecoli-0_vs_1;8;Neural Network (MLP);0.95;0.91;0.93;0.94;0.94
ecoli-0_vs_1;8;Logistic Regression;1.0;0.96;0.98;0.98;0.98
ecoli1;8;KNN;0.83;0.87;0.85;0.91;0.91
ecoli1;8;Random Forest;0.76;0.83;0.79;0.87;0.87
ecoli1;8;Decision Tree;0.76;0.83;0.79;0.87;0.87
ecoli1;8;XGBoost;0.83;0.83;0.83;0.89;0.89
ecoli1;8;AdaBoost;0.81;0.91;0.86;0.92;0.92
ecoli1;8;Gradient Boosting;0.76;0.83;0.79;0.87;0.87
ecoli1;8;Extra Trees;0.66;0.91;0.76;0.89;0.89
ecoli1;8;Neural Network (MLP);0.68;0.83;0.75;0.85;0.86
ecoli1;8;Logistic Regression;0.63;0.96;0.76;0.89;0.89
iris0;8;KNN;1.0;1.0;1.0;1.0;1.0
iris0;8;Random Forest;1.0;1.0;1.0;1.0;1.0
iris0;8;Decision Tree;1.0;1.0;1.0;1.0;1.0
iris0;8;XGBoost;0.94;1.0;0.97;0.98;0.98
iris0;8;AdaBoost;1.0;1.0;1.0;1.0;1.0
iris0;8;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
iris0;8;Extra Trees;1.0;1.0;1.0;1.0;1.0
iris0;8;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
iris0;8;Logistic Regression;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;8;KNN;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;8;Random Forest;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;8;Decision Tree;0.8;1.0;0.89;1.0;1.0
kddcup-guess_passwd_vs_satan;8;XGBoost;0.8;1.0;0.89;1.0;1.0
kddcup-guess_passwd_vs_satan;8;AdaBoost;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;8;Gradient Boosting;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;8;Extra Trees;1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;8;Neural Network (MLP);1.0;1.0;1.0;1.0;1.0
kddcup-guess_passwd_vs_satan;8;Logistic Regression;0.89;1.0;0.94;1.0;1.0
Migraine_onevsrest_0;8;KNN;0.69;0.49;0.57;0.65;0.68
Migraine_onevsrest_0;8;Random Forest;0.9;0.85;0.88;0.9;0.9
Migraine_onevsrest_0;8;Decision Tree;0.94;0.83;0.88;0.9;0.9
Migraine_onevsrest_0;8;XGBoost;0.87;0.83;0.85;0.88;0.88
Migraine_onevsrest_0;8;AdaBoost;0.89;0.76;0.82;0.85;0.85
Migraine_onevsrest_0;8;Gradient Boosting;0.97;0.83;0.89;0.9;0.91
Migraine_onevsrest_0;8;Extra Trees;0.95;0.88;0.91;0.92;0.93
Migraine_onevsrest_0;8;Neural Network (MLP);0.95;0.85;0.9;0.91;0.91
Migraine_onevsrest_0;8;Logistic Regression;0.76;0.83;0.79;0.84;0.84
Migraine_onevsrest_1;8;KNN;0.8;0.89;0.84;0.92;0.92
Migraine_onevsrest_1;8;Random Forest;1.0;1.0;1.0;1.0;1.0
Migraine_onevsrest_1;8;Decision Tree;0.95;1.0;0.97;0.99;0.99
Migraine_onevsrest_1;8;XGBoost;0.9;1.0;0.95;0.99;0.99
Migraine_onevsrest_1;8;AdaBoost;0.95;1.0;0.97;0.99;0.99
