tuple_pair,Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,class
"t2,t359",0.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,
"t3,t359",1.0,2.0,2.0,4.0,0.0,9.0,5.0,4.0,1.0,
"t4,t359",2.0,1.0,1.0,2.0,2.0,0.0,5.0,6.0,0.0,
"t5,t359",1.0,3.0,6.0,2.0,1.0,0.0,4.0,3.0,2.0,
"t6,t359",2.0,1.0,3.0,5.0,0.0,3.0,2.0,3.0,1.0,
"t7,t359",3.0,4.0,5.0,4.0,4.0,3.0,6.0,1.0,1.0,
"t8,t359",2.0,1.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,
"t9,t359",2.0,4.0,2.0,0.0,0.0,9.0,1.0,2.0,1.0,
"t10,t359",3.0,2.0,4.0,1.0,4.0,0.0,4.0,1.0,1.0,
"t11,t359",6.0,1.0,5.0,5.0,0.0,3.0,2.0,2.0,1.0,
"t12,t359",2.0,2.0,5.0,7.0,3.0,7.0,3.0,2.0,0.0,
"t13,t359",2.0,4.0,2.0,6.0,2.0,0.0,2.0,4.0,1.0,
"t14,t359",2.0,4.0,2.0,4.0,2.0,9.0,1.0,3.0,1.0,
"t15,t359",5.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,
"t16,t359",1.0,2.0,1.0,6.0,2.0,2.0,6.0,1.0,0.0,
"t17,t359",1.0,1.0,0.0,7.0,4.0,7.0,7.0,6.0,3.0,
"t18,t359",3.0,3.0,5.0,4.0,4.0,6.0,6.0,3.0,1.0,
"t19,t359",2.0,3.0,2.0,6.0,3.0,5.0,5.0,3.0,0.0,
"t20,t359",3.0,1.0,3.0,0.0,4.0,2.0,2.0,4.0,5.0,
"t21,t359",2.0,1.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,
"t22,t359",2.0,0.0,2.0,5.0,2.0,5.0,6.0,1.0,1.0,
"t23,t359",0.0,4.0,2.0,7.0,3.0,4.0,6.0,2.0,1.0,
"t24,t359",0.0,4.0,4.0,7.0,1.0,9.0,4.0,3.0,2.0,
"t25,t359",3.0,4.0,5.0,7.0,0.0,0.0,4.0,6.0,1.0,
"t26,t359",1.0,1.0,3.0,6.0,4.0,8.0,4.0,6.0,1.0,
"t27,t359",3.0,3.0,3.0,3.0,3.0,7.0,5.0,3.0,1.0,
"t28,t359",1.0,4.0,2.0,7.0,4.0,2.0,6.0,4.0,1.0,
"t29,t359",2.0,3.0,4.0,7.0,1.0,8.0,6.0,2.0,1.0,
"t30,t359",2.0,2.0,6.0,7.0,3.0,8.0,5.0,4.0,8.0,
"t31,t359",3.0,3.0,4.0,7.0,2.0,0.0,5.0,2.0,1.0,
"t32,t359",0.0,3.0,0.0,5.0,2.0,1.0,1.0,2.0,6.0,
"t33,t359",2.0,4.0,6.0,0.0,4.0,8.0,2.0,1.0,8.0,
"t34,t359",2.0,0.0,4.0,7.0,3.0,6.0,6.0,5.0,1.0,
"t35,t359",5.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,5.0,
"t36,t359",3.0,4.0,2.0,7.0,4.0,6.0,5.0,3.0,8.0,
"t37,t359",5.0,3.0,2.0,4.0,1.0,2.0,5.0,3.0,1.0,
"t38,t359",5.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,
"t39,t359",1.0,0.0,1.0,6.0,4.0,4.0,7.0,2.0,8.0,
"t40,t359",1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,
"t41,t359",2.0,3.0,3.0,7.0,4.0,5.0,6.0,3.0,0.0,
"t42,t359",6.0,3.0,4.0,4.0,4.0,5.0,7.0,2.0,1.0,
"t43,t359",0.0,4.0,5.0,7.0,0.0,7.0,2.0,6.0,1.0,
"t44,t359",2.0,4.0,2.0,0.0,4.0,0.0,5.0,6.0,1.0,
"t45,t359",7.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,
"t46,t359",2.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,
"t47,t359",0.0,0.0,4.0,5.0,1.0,1.0,6.0,6.0,1.0,
"t48,t359",2.0,3.0,5.0,2.0,4.0,0.0,2.0,4.0,1.0,
"t49,t359",2.0,4.0,2.0,5.0,4.0,2.0,1.0,6.0,1.0,
"t50,t359",4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,6.0,
"t51,t359",2.0,4.0,2.0,6.0,4.0,0.0,4.0,4.0,1.0,
"t52,t359",3.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,
"t53,t359",1.0,1.0,5.0,1.0,2.0,0.0,2.0,2.0,3.0,
"t54,t359",0.0,3.0,3.0,4.0,1.0,0.0,8.0,1.0,0.0,
"t55,t359",3.0,4.0,0.0,2.0,2.0,0.0,6.0,1.0,1.0,
"t56,t359",1.0,1.0,3.0,4.0,2.0,5.0,5.0,4.0,1.0,
"t57,t359",5.0,2.0,3.0,6.0,0.0,2.0,5.0,6.0,1.0,
"t58,t359",0.0,2.0,1.0,4.0,4.0,0.0,2.0,1.0,5.0,
"t59,t359",1.0,4.0,4.0,7.0,0.0,0.0,4.0,3.0,1.0,
"t60,t359",2.0,4.0,0.0,2.0,2.0,5.0,1.0,3.0,1.0,
"t61,t359",3.0,1.0,3.0,2.0,3.0,0.0,6.0,6.0,1.0,
"t62,t359",1.0,3.0,2.0,5.0,0.0,0.0,2.0,3.0,4.0,
"t63,t359",2.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,0.0,
"t64,t359",3.0,0.0,1.0,0.0,2.0,0.0,6.0,3.0,1.0,
"t65,t359",2.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,5.0,
"t66,t359",0.0,0.0,3.0,4.0,3.0,0.0,3.0,6.0,1.0,
"t67,t359",3.0,2.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,
"t68,t359",3.0,4.0,2.0,5.0,2.0,9.0,4.0,3.0,1.0,
"t69,t359",3.0,3.0,5.0,5.0,0.0,0.0,6.0,6.0,1.0,
"t70,t359",3.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,
"t71,t359",7.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,
"t72,t359",2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,8.0,
"t73,t359",3.0,2.0,4.0,2.0,1.0,2.0,0.0,3.0,1.0,
"t74,t359",2.0,4.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,
"t75,t359",1.0,1.0,2.0,2.0,4.0,0.0,5.0,3.0,1.0,
"t76,t359",1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,
"t77,t359",2.0,2.0,0.0,4.0,4.0,0.0,1.0,6.0,1.0,
"t78,t359",3.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,
"t79,t359",2.0,4.0,1.0,5.0,1.0,5.0,6.0,2.0,1.0,
"t80,t359",0.0,4.0,2.0,2.0,1.0,0.0,1.0,3.0,4.0,
"t81,t359",0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,
"t82,t359",2.0,4.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,
"t83,t359",2.0,4.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,
"t84,t359",0.0,1.0,0.0,1.0,1.0,5.0,4.0,3.0,0.0,
"t85,t359",2.0,4.0,1.0,1.0,0.0,6.0,1.0,3.0,0.0,
"t86,t359",2.0,0.0,4.0,5.0,4.0,0.0,0.0,3.0,1.0,
"t87,t359",4.0,5.0,7.0,5.0,5.0,5.0,7.0,6.0,1.0,
"t88,t359",1.0,1.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,
"t89,t359",2.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,
"t90,t359",2.0,1.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,
"t91,t359",0.0,3.0,1.0,3.0,3.0,5.0,2.0,0.0,1.0,
"t92,t359",1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,
"t93,t359",2.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,
"t94,t359",2.0,2.0,3.0,3.0,1.0,0.0,5.0,6.0,1.0,
"t95,t359",2.0,2.0,0.0,6.0,2.0,0.0,5.0,1.0,8.0,
"t96,t359",1.0,2.0,0.0,3.0,0.0,8.0,5.0,3.0,2.0,
"t97,t359",0.0,4.0,2.0,0.0,0.0,1.0,6.0,3.0,8.0,
"t98,t359",2.0,2.0,5.0,6.0,3.0,0.0,4.0,4.0,0.0,
"t99,t359",0.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,
"t100,t359",0.0,2.0,4.0,7.0,4.0,1.0,6.0,4.0,1.0,
"t101,t359",2.0,2.0,4.0,2.0,4.0,0.0,4.0,4.0,1.0,
"t102,t359",2.0,4.0,2.0,6.0,2.0,0.0,2.0,4.0,1.0,
"t103,t359",3.0,0.0,2.0,6.0,2.0,0.0,6.0,1.0,1.0,
"t104,t359",2.0,1.0,0.0,2.0,3.0,0.0,4.0,6.0,1.0,
"t105,t359",3.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,3.0,
"t106,t359",2.0,2.0,4.0,2.0,0.0,0.0,4.0,2.0,1.0,
"t107,t359",1.0,3.0,4.0,2.0,4.0,7.0,4.0,4.0,1.0,
"t108,t359",2.0,4.0,2.0,5.0,3.0,0.0,5.0,4.0,0.0,
"t109,t359",5.0,3.0,3.0,6.0,3.0,0.0,2.0,6.0,1.0,
"t110,t359",2.0,2.0,0.0,6.0,3.0,6.0,1.0,0.0,6.0,
"t111,t359",0.0,2.0,1.0,7.0,3.0,0.0,6.0,2.0,0.0,
"t112,t359",5.0,3.0,3.0,6.0,3.0,0.0,2.0,6.0,1.0,
"t113,t359",1.0,4.0,4.0,7.0,3.0,6.0,6.0,4.0,1.0,
"t114,t359",2.0,1.0,1.0,5.0,3.0,3.0,6.0,4.0,6.0,
"t115,t359",7.0,2.0,5.0,2.0,2.0,0.0,4.0,1.0,1.0,
"t116,t359",2.0,2.0,2.0,7.0,4.0,0.0,4.0,4.0,1.0,
"t117,t359",1.0,2.0,3.0,2.0,4.0,0.0,6.0,1.0,0.0,
"t118,t359",0.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,
"t119,t359",2.0,4.0,2.0,2.0,4.0,0.0,5.0,3.0,8.0,
"t120,t359",2.0,5.0,5.0,7.0,2.0,5.0,4.0,3.0,1.0,
"t121,t359",3.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,2.0,
"t122,t359",2.0,2.0,4.0,2.0,4.0,0.0,7.0,4.0,1.0,
"t123,t359",3.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,
"t124,t359",1.0,5.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,
"t125,t359",0.0,3.0,4.0,1.0,3.0,0.0,6.0,4.0,1.0,
"t126,t359",1.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,
"t127,t359",0.0,0.0,4.0,2.0,4.0,9.0,6.0,2.0,1.0,
"t128,t359",3.0,1.0,3.0,6.0,1.0,0.0,5.0,4.0,1.0,
"t129,t359",2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,
"t130,t359",3.0,2.0,2.0,2.0,4.0,0.0,5.0,6.0,1.0,
"t131,t359",2.0,5.0,7.0,7.0,4.0,0.0,4.0,3.0,1.0,
"t132,t359",0.0,4.0,5.0,6.0,0.0,6.0,6.0,3.0,1.0,
"t133,t359",2.0,2.0,1.0,6.0,4.0,2.0,3.0,6.0,1.0,
"t134,t359",3.0,2.0,2.0,2.0,2.0,0.0,5.0,4.0,1.0,
"t135,t359",0.0,0.0,1.0,5.0,3.0,0.0,6.0,3.0,0.0,
"t136,t359",2.0,1.0,3.0,0.0,2.0,0.0,6.0,3.0,1.0,
"t137,t359",2.0,3.0,5.0,7.0,4.0,0.0,2.0,1.0,1.0,
"t138,t359",1.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,1.0,
"t139,t359",5.0,2.0,4.0,2.0,1.0,9.0,6.0,4.0,1.0,
"t140,t359",4.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,
"t141,t359",6.0,1.0,2.0,2.0,1.0,0.0,5.0,2.0,2.0,
"t142,t359",3.0,3.0,5.0,7.0,3.0,7.0,6.0,4.0,1.0,
"t143,t359",0.0,4.0,2.0,1.0,4.0,0.0,2.0,4.0,6.0,
"t144,t359",0.0,4.0,3.0,5.0,2.0,6.0,5.0,3.0,1.0,
"t145,t359",2.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,8.0,
"t146,t359",5.0,4.0,5.0,2.0,0.0,0.0,4.0,6.0,2.0,
"t147,t359",2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,
"t148,t359",3.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,
"t149,t359",2.0,0.0,5.0,2.0,2.0,0.0,2.0,1.0,2.0,
"t150,t359",1.0,0.0,2.0,5.0,4.0,0.0,2.0,6.0,1.0,
"t151,t359",2.0,2.0,1.0,4.0,3.0,0.0,2.0,2.0,1.0,
"t152,t359",5.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,6.0,
"t153,t359",2.0,4.0,2.0,2.0,2.0,6.0,1.0,2.0,1.0,
"t154,t359",0.0,1.0,2.0,6.0,3.0,0.0,3.0,1.0,1.0,
"t155,t359",0.0,1.0,0.0,3.0,4.0,0.0,2.0,5.0,1.0,
"t156,t359",2.0,4.0,2.0,1.0,4.0,0.0,1.0,5.0,1.0,
"t157,t359",1.0,4.0,2.0,2.0,4.0,0.0,1.0,3.0,1.0,
"t158,t359",0.0,1.0,0.0,6.0,2.0,8.0,4.0,3.0,1.0,
"t159,t359",2.0,2.0,2.0,7.0,3.0,0.0,4.0,6.0,1.0,
"t160,t359",2.0,4.0,2.0,7.0,0.0,9.0,7.0,1.0,1.0,
"t161,t359",2.0,2.0,5.0,2.0,2.0,0.0,1.0,6.0,1.0,
"t162,t359",3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,
"t163,t359",4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,
"t164,t359",2.0,4.0,6.0,7.0,4.0,4.0,8.0,6.0,0.0,
"t165,t359",2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,
"t166,t359",0.0,2.0,1.0,2.0,0.0,7.0,1.0,3.0,1.0,
"t167,t359",2.0,3.0,0.0,1.0,0.0,6.0,2.0,3.0,1.0,
"t168,t359",2.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,1.0,
"t169,t359",2.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,
"t170,t359",4.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,
"t171,t359",1.0,4.0,2.0,2.0,4.0,5.0,1.0,3.0,8.0,
"t172,t359",0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,
"t173,t359",2.0,4.0,2.0,2.0,0.0,0.0,1.0,6.0,3.0,
"t174,t359",5.0,0.0,4.0,2.0,3.0,7.0,6.0,3.0,1.0,
"t175,t359",2.0,3.0,6.0,7.0,3.0,6.0,5.0,6.0,1.0,
"t176,t359",3.0,2.0,1.0,4.0,3.0,0.0,2.0,6.0,1.0,
"t177,t359",3.0,4.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,
"t178,t359",0.0,4.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,
"t179,t359",2.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,
"t180,t359",4.0,4.0,4.0,1.0,3.0,0.0,0.0,3.0,1.0,
"t181,t359",4.0,1.0,0.0,5.0,2.0,0.0,0.0,6.0,1.0,
"t182,t359",1.0,1.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,
"t183,t359",1.0,2.0,4.0,5.0,2.0,0.0,3.0,2.0,1.0,
"t184,t359",2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,
"t185,t359",1.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,0.0,
"t186,t359",3.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,
"t187,t359",0.0,2.0,4.0,7.0,0.0,0.0,7.0,2.0,0.0,
"t188,t359",0.0,4.0,4.0,4.0,2.0,0.0,1.0,5.0,1.0,
"t189,t359",2.0,3.0,1.0,5.0,2.0,8.0,2.0,0.0,1.0,
"t190,t359",3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,
"t191,t359",2.0,4.0,3.0,3.0,2.0,0.0,3.0,3.0,1.0,
"t192,t359",0.0,4.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,
"t193,t359",1.0,2.0,0.0,1.0,0.0,7.0,5.0,6.0,1.0,
"t194,t359",4.0,4.0,0.0,3.0,2.0,9.0,1.0,6.0,1.0,
"t195,t359",6.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,
"t196,t359",2.0,3.0,4.0,3.0,3.0,0.0,5.0,6.0,1.0,
"t197,t359",4.0,2.0,2.0,5.0,2.0,0.0,2.0,6.0,1.0,
"t198,t359",3.0,2.0,2.0,0.0,2.0,9.0,1.0,3.0,1.0,
"t199,t359",3.0,3.0,6.0,0.0,1.0,0.0,1.0,6.0,0.0,
"t200,t359",2.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,
"t201,t359",3.0,4.0,2.0,2.0,4.0,0.0,1.0,6.0,1.0,
"t202,t359",3.0,4.0,2.0,2.0,1.0,8.0,1.0,2.0,1.0,
"t203,t359",0.0,4.0,2.0,2.0,0.0,0.0,1.0,3.0,8.0,
"t204,t359",4.0,0.0,2.0,3.0,1.0,4.0,2.0,0.0,1.0,
"t205,t359",0.0,1.0,4.0,4.0,1.0,7.0,4.0,3.0,1.0,
"t206,t359",2.0,4.0,1.0,0.0,1.0,9.0,1.0,3.0,1.0,
"t207,t359",3.0,4.0,2.0,2.0,4.0,8.0,1.0,3.0,8.0,
"t208,t359",1.0,2.0,0.0,1.0,3.0,0.0,2.0,5.0,1.0,
"t209,t359",3.0,1.0,4.0,7.0,0.0,9.0,2.0,3.0,1.0,
"t210,t359",3.0,4.0,2.0,0.0,1.0,5.0,2.0,3.0,1.0,
"t211,t359",5.0,4.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,
"t212,t359",2.0,4.0,2.0,2.0,1.0,0.0,1.0,3.0,5.0,
"t213,t359",3.0,4.0,2.0,3.0,2.0,5.0,5.0,3.0,1.0,
"t214,t359",3.0,4.0,2.0,5.0,1.0,7.0,1.0,3.0,0.0,
"t215,t359",4.0,2.0,2.0,4.0,3.0,6.0,1.0,1.0,1.0,
"t216,t359",4.0,2.0,0.0,3.0,2.0,5.0,1.0,3.0,1.0,
"t217,t359",3.0,0.0,3.0,2.0,4.0,9.0,6.0,6.0,1.0,
"t218,t359",1.0,2.0,3.0,2.0,0.0,0.0,5.0,1.0,1.0,
"t219,t359",2.0,4.0,2.0,2.0,4.0,9.0,1.0,1.0,6.0,
"t220,t359",1.0,3.0,4.0,4.0,3.0,7.0,6.0,5.0,5.0,
"t221,t359",3.0,3.0,3.0,7.0,2.0,0.0,4.0,4.0,1.0,
"t222,t359",2.0,2.0,2.0,2.0,0.0,9.0,6.0,6.0,8.0,
"t223,t359",0.0,1.0,2.0,4.0,2.0,0.0,4.0,6.0,1.0,
"t224,t359",2.0,4.0,2.0,5.0,4.0,0.0,0.0,3.0,1.0,
"t225,t359",1.0,4.0,2.0,7.0,4.0,2.0,6.0,4.0,1.0,
"t226,t359",0.0,2.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,
"t227,t359",0.0,2.0,2.0,3.0,2.0,6.0,2.0,3.0,1.0,
"t228,t359",2.0,4.0,2.0,1.0,3.0,0.0,2.0,3.0,8.0,
"t229,t359",2.0,2.0,4.0,4.0,2.0,0.0,6.0,3.0,2.0,
"t230,t359",1.0,0.0,5.0,6.0,1.0,0.0,2.0,3.0,4.0,
"t231,t359",2.0,2.0,2.0,4.0,1.0,0.0,2.0,6.0,1.0,
"t232,t359",0.0,1.0,3.0,3.0,4.0,0.0,5.0,4.0,1.0,
"t233,t359",2.0,3.0,3.0,4.0,3.0,3.0,6.0,2.0,1.0,
"t234,t359",2.0,2.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,
"t235,t359",2.0,4.0,0.0,2.0,0.0,5.0,1.0,4.0,1.0,
"t236,t359",1.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,
"t237,t359",2.0,2.0,5.0,2.0,3.0,0.0,2.0,6.0,0.0,
"t238,t359",3.0,4.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0,
"t239,t359",2.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,1.0,
"t240,t359",0.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,
"t241,t359",1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,
"t242,t359",0.0,2.0,1.0,1.0,1.0,0.0,5.0,4.0,1.0,
"t243,t359",0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,
"t244,t359",1.0,1.0,2.0,4.0,0.0,3.0,1.0,2.0,1.0,
"t245,t359",2.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,
"t246,t359",1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,
"t247,t359",0.0,4.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,
"t248,t359",2.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,
"t249,t359",6.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,
"t250,t359",0.0,4.0,1.0,6.0,1.0,7.0,1.0,0.0,1.0,
"t251,t359",2.0,4.0,2.0,5.0,1.0,0.0,0.0,2.0,1.0,
"t252,t359",2.0,4.0,2.0,4.0,2.0,4.0,1.0,3.0,1.0,
"t253,t359",5.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,
"t254,t359",1.0,2.0,1.0,4.0,2.0,2.0,6.0,1.0,0.0,
"t255,t359",0.0,1.0,2.0,4.0,0.0,0.0,6.0,0.0,1.0,
"t256,t359",0.0,2.0,0.0,3.0,0.0,4.0,6.0,2.0,1.0,
"t257,t359",1.0,4.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,
"t258,t359",0.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,1.0,
"t259,t359",2.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,1.0,
"t260,t359",1.0,2.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,
"t261,t359",0.0,4.0,2.0,6.0,1.0,0.0,3.0,0.0,1.0,
"t262,t359",0.0,4.0,4.0,2.0,1.0,7.0,3.0,1.0,1.0,
"t263,t359",0.0,1.0,1.0,5.0,1.0,0.0,4.0,3.0,1.0,
"t264,t359",1.0,2.0,0.0,0.0,0.0,7.0,4.0,3.0,1.0,
"t265,t359",0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,
"t266,t359",0.0,4.0,2.0,0.0,1.0,0.0,3.0,2.0,1.0,
"t267,t359",0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,
"t268,t359",2.0,2.0,2.0,7.0,2.0,0.0,4.0,3.0,2.0,
"t269,t359",1.0,2.0,3.0,7.0,1.0,0.0,4.0,0.0,1.0,
"t270,t359",0.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,
"t271,t359",1.0,4.0,1.0,0.0,3.0,2.0,2.0,0.0,8.0,
"t272,t359",2.0,3.0,2.0,5.0,2.0,0.0,1.0,4.0,1.0,
"t273,t359",4.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,
"t274,t359",2.0,4.0,2.0,5.0,3.0,6.0,1.0,2.0,1.0,
"t275,t359",0.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,
"t276,t359",0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,
"t277,t359",1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,
"t278,t359",0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,
"t279,t359",1.0,2.0,1.0,0.0,4.0,5.0,6.0,0.0,1.0,
"t280,t359",6.0,2.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,
"t281,t359",0.0,2.0,1.0,4.0,1.0,6.0,2.0,5.0,1.0,
"t282,t359",1.0,4.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,
"t283,t359",7.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,
"t284,t359",0.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,
"t285,t359",0.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,
"t286,t359",2.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,
"t287,t359",1.0,4.0,2.0,4.0,4.0,0.0,0.0,6.0,1.0,
"t288,t359",1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,
"t289,t359",2.0,4.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,
"t290,t359",3.0,1.0,2.0,0.0,3.0,3.0,0.0,3.0,1.0,
"t291,t359",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
"t292,t359",0.0,4.0,0.0,3.0,1.0,0.0,8.0,1.0,0.0,
"t293,t359",2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
"t294,t359",0.0,3.0,1.0,3.0,1.0,0.0,5.0,3.0,1.0,
"t295,t359",1.0,4.0,3.0,4.0,1.0,2.0,3.0,5.0,1.0,
"t296,t359",0.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,
"t297,t359",1.0,4.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,
"t298,t359",2.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,
"t299,t359",1.0,3.0,2.0,1.0,2.0,0.0,6.0,1.0,1.0,
"t300,t359",1.0,4.0,2.0,5.0,1.0,0.0,1.0,0.0,4.0,
"t301,t359",0.0,3.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,
"t302,t359",2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,
"t303,t359",2.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,
"t304,t359",0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,
"t305,t359",3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,
"t306,t359",3.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0,
"t307,t359",1.0,0.0,1.0,5.0,1.0,0.0,1.0,6.0,1.0,
"t308,t359",3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,
"t309,t359",2.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,
"t310,t359",2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,
"t311,t359",2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,
"t312,t359",1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,
"t313,t359",0.0,0.0,2.0,0.0,4.0,0.0,2.0,2.0,1.0,
"t314,t359",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"t315,t359",2.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,1.0,
"t316,t359",2.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,
"t317,t359",0.0,4.0,2.0,3.0,1.0,2.0,4.0,0.0,1.0,
