tuple_pair,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,class
"t151,t181",11,8,1,15,8,1,9,4,0,9,8,43,51,2,8,4,1,4,0
"t151,t182",11,9,7,10,7,0,9,4,0,9,15,40,60,9,1,0,10,9,0
"t151,t183",9,4,7,36,16,1,3,4,0,1,9,30,18,10,3,16,9,15,0
"t151,t184",6,2,7,30,14,3,18,3,2,19,6,64,5,6,9,4,9,6,0
"t151,t185",3,5,7,22,9,1,20,8,1,5,24,80,36,8,3,8,11,9,0
"t151,t186",10,5,0,22,10,2,6,3,0,6,3,30,42,2,10,3,4,11,0
"t151,t187",11,3,14,1,4,2,15,3,2,17,10,58,7,4,6,12,7,4,0
"t151,t188",15,1,15,15,1,2,16,3,2,5,4,62,25,5,4,6,3,3,0
"t151,t189",8,6,4,8,9,0,3,2,0,5,10,16,56,9,2,14,10,10,0
"t151,t190",10,1,17,5,3,2,11,2,1,12,1,43,36,5,1,14,3,4,0
"t151,t191",11,0,12,2,0,2,15,2,2,12,1,52,3,2,7,8,4,4,0
"t151,t192",6,4,10,27,9,2,19,9,1,7,21,82,29,5,2,0,5,11,0
"t151,t193",5,3,9,10,6,0,12,5,0,2,19,52,18,8,7,1,12,11,0
"t151,t194",1,8,3,11,7,1,5,3,0,4,13,27,58,7,10,20,5,6,0
"t151,t195",6,2,11,28,13,3,15,2,2,16,0,49,3,3,5,6,9,7,0
"t151,t196",2,0,7,7,4,1,5,1,1,4,0,19,5,0,9,1,3,0,0
"t151,t197",7,3,5,27,12,3,18,3,2,23,0,61,6,5,9,11,9,7,0
"t151,t198",15,7,7,31,13,1,12,5,0,6,9,54,56,2,7,9,0,5,0
"t152,t153",1,0,7,27,10,3,21,5,2,6,2,80,14,1,9,10,3,2,0
"t152,t154",3,2,5,6,4,2,1,0,0,3,2,4,8,4,4,11,5,10,0
"t152,t155",0,2,6,19,9,4,25,6,2,16,8,97,9,2,3,14,5,1,0
"t152,t156",5,3,19,10,0,4,24,6,2,12,11,99,23,4,9,11,2,7,0
"t152,t157",4,7,9,37,10,2,16,7,1,13,24,63,33,3,1,6,1,1,0
"t152,t158",4,5,18,15,10,4,23,6,2,17,13,94,24,0,2,3,4,3,0
"t152,t159",1,2,3,27,11,0,4,2,0,1,3,18,0,2,7,15,1,0,0
"t152,t160",5,5,12,26,8,1,21,9,1,10,31,77,17,11,14,5,10,11,0
"t152,t161",4,2,1,2,0,0,7,3,0,2,11,26,3,6,11,3,5,5,0
"t152,t162",2,8,16,39,7,4,17,8,1,17,28,68,26,13,4,12,7,8,0
"t152,t163",6,1,18,17,3,3,19,5,1,4,2,79,12,8,6,6,5,10,0
"t152,t164",2,7,18,47,12,2,16,8,1,17,30,65,37,11,5,14,8,8,0
"t152,t165",3,3,16,11,2,4,21,5,2,13,7,83,16,1,4,13,4,4,0
"t152,t166",1,2,16,8,6,3,17,5,1,1,8,73,1,3,5,11,0,6,0
"t152,t167",0,1,12,79,33,39,15,4,1,4,35,60,2,16,2,7,1,5,0
"t152,t168",0,3,16,7,6,2,17,5,1,10,10,73,22,2,1,0,1,6,0
"t152,t169",5,8,18,37,8,2,16,8,1,21,26,65,35,6,10,3,6,7,0
"t152,t170",2,10,11,12,5,1,8,3,0,15,17,29,49,12,1,8,12,15,0
"t152,t171",0,4,17,154,62,42,18,5,1,11,107,74,38,43,3,13,2,3,0
"t152,t172",2,5,7,3,2,1,2,1,0,8,9,9,38,12,0,4,14,18,0
"t152,t173",7,3,7,19,8,0,5,3,0,2,7,25,5,3,2,5,3,5,0
"t152,t174",3,3,10,7,1,1,9,3,1,5,0,37,28,8,1,7,8,12,0
"t152,t175",6,2,19,22,4,3,20,6,1,3,8,82,20,6,11,13,7,11,0
"t152,t176",8,5,1,16,8,1,4,3,0,1,6,21,28,3,1,8,1,4,0
"t152,t177",3,7,1,26,12,2,8,4,0,8,9,34,43,4,1,11,4,1,0
"t152,t178",6,2,19,8,0,2,16,5,1,3,8,67,20,5,12,9,5,8,0
"t152,t179",7,1,19,21,3,3,22,6,2,12,8,93,5,8,5,10,5,9,0
"t152,t180",1,2,9,2,1,4,25,6,2,15,5,95,14,2,2,7,2,3,0
"t152,t181",4,7,3,6,4,2,2,1,0,10,4,10,34,6,1,5,5,4,0
"t152,t182",4,8,3,1,3,1,2,1,0,10,11,7,43,13,6,1,14,17,0
"t152,t183",2,3,3,27,12,0,4,1,0,2,5,3,1,6,4,17,5,7,0
"t152,t184",1,3,11,21,10,4,25,6,2,18,10,97,12,2,2,5,5,2,0
"t152,t185",4,4,3,13,5,0,13,5,1,6,20,47,19,12,4,9,15,17,0
"t152,t186",3,4,4,13,6,1,1,0,0,7,1,3,25,2,3,2,0,3,0
"t152,t187",4,4,18,10,0,3,22,6,2,16,14,91,24,0,1,13,3,4,0
"t152,t188",8,0,19,24,3,3,23,6,2,4,8,95,8,9,11,7,7,11,0
"t152,t189",1,5,8,1,5,1,4,1,0,6,6,17,39,13,5,15,14,18,0
"t152,t190",3,0,21,14,1,3,18,5,1,11,5,76,19,9,6,15,7,12,0
"t152,t191",4,1,16,11,4,3,22,5,2,11,5,85,14,2,14,9,0,4,0
"t152,t192",1,3,6,18,5,1,12,6,1,8,17,49,12,1,9,1,1,3,0
"t152,t193",2,2,5,1,2,1,5,2,0,3,15,19,1,12,0,0,16,19,0
"t152,t194",6,7,1,2,3,0,2,0,0,5,9,6,41,11,3,21,9,14,0
"t152,t195",1,3,15,19,9,4,22,5,2,15,4,82,14,1,2,7,5,1,0
"t152,t196",5,1,11,2,0,2,12,4,1,3,4,52,12,4,2,2,1,8,0
"t152,t197",0,4,9,18,8,4,25,6,2,22,4,94,23,1,2,12,5,1,0
"t152,t198",8,6,3,22,9,0,5,2,0,7,5,21,39,6,0,10,4,3,0
"t153,t154",4,2,12,33,14,1,22,5,2,9,0,84,6,5,5,1,8,8,0
"t153,t155",1,2,1,8,1,1,4,1,0,10,10,17,5,1,12,4,2,1,0
"t153,t156",6,3,12,37,10,1,3,1,0,6,13,19,9,5,0,1,5,5,0
"t153,t157",3,7,16,10,0,5,37,12,3,19,22,143,47,4,10,4,2,3,0
"t153,t158",5,5,11,12,0,1,2,1,0,11,15,14,10,1,7,7,1,1,0
"t153,t159",0,2,10,0,1,3,25,7,2,7,1,98,14,3,2,5,4,2,0
"t153,t160",4,5,19,1,2,4,42,14,3,16,29,157,31,12,5,5,13,9,0
"t153,t161",5,2,8,25,10,3,28,8,2,8,9,106,17,7,2,7,8,3,0
"t153,t162",1,8,23,12,3,7,38,13,3,23,26,148,40,12,5,2,4,10,0
"t153,t163",7,1,11,44,13,0,2,0,1,2,4,1,2,9,3,4,8,8,0
"t153,t164",1,7,25,20,2,5,37,13,3,23,28,145,51,10,4,4,5,10,0
"t153,t165",4,3,9,38,12,1,0,0,0,7,9,3,2,2,5,3,1,2,0
"t153,t166",0,2,9,19,4,0,4,0,1,7,10,7,15,4,4,1,3,4,0
"t153,t167",1,1,5,106,43,36,6,1,1,2,37,20,12,15,7,3,2,3,0
"t153,t168",1,3,9,20,4,1,4,0,1,4,12,7,8,3,8,10,2,4,0
"t153,t169",4,8,25,10,2,5,37,13,3,27,24,145,49,5,1,7,3,9,0
"t153,t170",1,10,18,15,5,4,29,8,2,21,15,109,63,13,8,2,15,13,0
"t153,t171",1,4,10,181,72,39,3,0,1,5,109,6,24,42,12,3,1,1,0
"t153,t172",1,5,0,30,8,2,19,4,2,14,7,71,52,13,9,6,17,16,0
"t153,t173",8,3,14,8,2,3,26,8,2,8,5,105,19,2,7,5,0,7,0
"t153,t174",4,3,3,34,9,2,12,2,1,1,2,43,42,9,8,3,11,10,0
"t153,t175",7,2,12,49,14,0,1,1,1,3,10,2,6,7,2,3,10,9,0
"t153,t176",9,5,8,11,2,2,25,8,2,7,4,101,42,4,8,2,2,6,0
"t153,t177",4,7,6,1,2,1,29,9,2,14,7,114,57,5,10,1,7,3,0
"t153,t178",7,2,12,35,10,1,5,0,1,3,10,13,6,6,3,1,8,6,0
"t153,t179",8,1,12,48,13,0,1,1,0,6,10,13,19,9,4,0,8,7,0
"t153,t180",0,2,2,25,9,1,4,1,0,9,7,15,0,3,7,3,1,1,0
"t153,t181",5,7,4,21,6,1,23,6,2,16,2,90,48,7,10,5,8,2,0
"t153,t182",5,8,10,26,7,2,23,6,2,16,9,87,57,14,3,9,17,15,0
"t153,t183",3,3,10,0,2,3,17,6,2,8,3,77,15,5,5,7,2,9,0
"t153,t184",0,3,4,6,0,1,4,1,0,12,12,17,2,1,11,5,2,0,0
"t153,t185",3,4,10,14,5,3,34,10,3,12,18,127,33,13,5,1,18,15,0
"t153,t186",4,4,3,14,4,4,20,5,2,13,3,77,39,3,12,12,3,5,0
"t153,t187",5,4,11,37,10,0,1,1,0,10,16,11,10,1,8,3,0,2,0
"t153,t188",9,0,12,51,13,0,2,1,0,2,10,15,22,10,2,3,10,9,0
"t153,t189",2,5,1,28,5,2,17,4,2,12,4,63,53,14,4,5,17,16,0
"t153,t190",4,0,14,41,11,0,3,0,1,5,7,4,33,10,3,5,10,10,0
"t153,t191",5,1,9,38,14,0,1,0,0,5,7,5,0,3,5,1,3,2,0
"t153,t192",0,3,13,9,5,4,33,11,3,14,15,129,26,0,0,9,2,5,0
"t153,t193",1,2,12,26,8,2,26,7,2,9,13,99,15,13,9,10,19,17,0
"t153,t194",5,7,6,25,7,3,19,5,2,11,7,74,55,12,12,11,12,12,0
"t153,t195",0,3,8,8,1,1,1,0,0,9,6,2,0,2,7,3,2,1,0
"t153,t196",4,1,4,29,10,1,9,1,1,3,6,28,2,5,11,8,4,6,0
"t153,t197",1,4,2,9,2,1,4,1,0,16,6,14,9,0,11,2,2,1,0
"t153,t198",9,6,10,5,1,3,26,7,2,13,3,101,53,7,9,0,7,1,0
"t154,t155",3,4,11,25,13,2,26,6,2,19,10,101,1,6,7,3,10,9,0
"t154,t156",2,5,24,4,4,2,25,6,2,15,13,103,15,0,5,0,3,3,0
"t154,t157",7,5,4,43,14,4,15,7,1,10,22,59,41,1,5,5,6,11,0
"t154,t158",1,7,23,21,14,2,24,6,2,20,15,98,16,4,2,8,9,7,0
"t154,t159",4,0,2,33,15,2,3,2,0,2,1,14,8,2,3,4,4,10,0
"t154,t160",8,3,7,32,12,3,20,9,1,7,29,73,25,7,10,6,5,1,0
"t154,t161",1,0,4,8,4,2,6,3,0,1,9,22,11,2,7,8,0,5,0
"t154,t162",5,6,11,45,11,6,16,8,1,14,26,64,34,17,0,1,12,18,0
"t154,t163",3,3,23,11,1,1,20,5,1,7,4,83,4,4,2,5,0,0,0
"t154,t164",5,5,13,53,16,4,15,8,1,14,28,61,45,15,1,3,13,18,0
"t154,t165",0,5,21,5,2,2,22,5,2,16,9,87,8,3,0,2,9,6,0
"t154,t166",4,0,21,14,10,1,18,5,1,2,10,77,9,1,1,0,5,4,0
"t154,t167",3,1,17,73,29,37,16,4,1,7,37,64,6,20,2,4,6,5,0
"t154,t168",3,5,21,13,10,0,18,5,1,13,12,77,14,2,3,11,6,4,0
"t154,t169",8,6,13,43,12,4,15,8,1,18,24,61,43,10,6,8,11,17,0
"t154,t170",5,8,6,18,9,3,7,3,0,12,15,25,57,8,3,3,7,5,0
"t154,t171",3,6,22,148,58,40,19,5,1,14,109,78,30,47,7,2,7,7,0
"t154,t172",5,3,12,3,6,1,3,1,0,5,7,13,46,8,4,7,9,8,0
"t154,t173",4,1,2,25,12,2,4,3,0,1,5,21,13,7,2,6,8,15,0
"t154,t174",0,1,15,1,5,1,10,3,1,8,2,41,36,4,3,4,3,2,0
"t154,t175",3,4,24,16,0,1,21,6,1,6,10,86,12,2,7,2,2,1,0
"t154,t176",5,3,4,22,12,1,3,3,0,2,4,17,36,1,3,3,6,14,0
"t154,t177",0,5,6,32,16,0,7,4,0,5,7,30,51,0,5,0,1,11,0
"t154,t178",3,4,24,2,4,0,17,5,1,6,10,71,12,1,8,2,0,2,0
"t154,t179",4,3,24,15,1,1,23,6,2,15,10,97,13,4,1,1,0,1,0
"t154,t180",4,4,14,8,5,2,26,6,2,18,7,99,6,2,2,4,7,7,0
"t154,t181",1,5,8,12,8,0,1,1,0,7,2,6,42,2,5,6,0,6,0
"t154,t182",1,6,2,7,7,1,1,1,0,7,9,3,51,9,2,10,9,7,0
"t154,t183",1,1,2,33,16,2,5,1,0,1,3,7,9,10,0,6,10,17,0
"t154,t184",4,5,16,27,14,2,26,6,2,21,12,101,4,6,6,6,10,8,0
"t154,t185",7,2,2,19,9,2,12,5,1,3,18,43,27,8,0,2,10,7,0
"t154,t186",0,2,9,19,10,3,2,0,0,4,3,7,33,2,7,13,5,13,0
"t154,t187",1,6,23,4,4,1,23,6,2,19,16,95,16,4,3,2,8,6,0
"t154,t188",5,2,24,18,1,1,24,6,2,7,10,99,16,5,7,4,2,1,0
"t154,t189",2,3,13,5,9,1,5,1,0,3,4,21,47,9,1,4,9,8,0
"t154,t190",0,2,26,8,3,1,19,5,1,14,7,80,27,5,2,4,2,2,0
"t154,t191",1,3,21,5,0,1,23,5,2,14,7,89,6,2,10,2,5,6,0
"t154,t192",4,1,1,24,9,3,11,6,1,5,15,45,20,5,5,10,6,13,0
"t154,t193",5,0,0,7,6,1,4,2,0,0,13,15,9,8,4,11,11,9,0
"t154,t194",9,5,6,8,7,2,3,0,0,2,7,10,49,7,7,10,4,4,0
"t154,t195",4,5,20,25,13,2,23,5,2,18,6,86,6,3,2,4,10,9,0
"t154,t196",8,3,16,4,4,0,13,4,1,6,6,56,4,0,6,9,4,2,0
"t154,t197",3,6,14,24,12,2,26,6,2,25,6,98,15,5,6,1,10,9,0
"t154,t198",5,4,2,28,13,2,4,2,0,4,3,17,47,2,4,1,1,7,0
"t155,t156",5,1,13,29,9,0,1,0,0,4,3,2,14,6,12,3,7,6,0
"t155,t157",4,9,15,18,1,6,41,13,3,29,32,160,42,5,2,8,4,2,0
"t155,t158",4,3,12,4,1,0,2,0,0,1,5,3,15,2,5,11,1,2,0
"t155,t159",1,4,9,8,2,4,29,8,2,17,11,115,9,4,10,1,6,1,0
"t155,t160",5,7,18,7,1,5,46,15,3,26,39,174,26,13,17,9,15,10,0
"t155,t161",4,4,7,17,9,4,32,9,2,18,19,123,12,8,14,11,10,4,0
"t155,t162",2,10,22,20,2,8,42,14,3,33,36,165,35,11,7,2,2,9,0
"t155,t163",6,1,12,36,12,1,6,1,1,12,6,18,3,10,9,8,10,9,0
"t155,t164",2,9,24,28,3,6,41,14,3,33,38,162,46,9,8,0,3,9,0
"t155,t165",3,1,10,30,11,0,4,1,0,3,1,14,7,3,7,1,1,3,0
"t155,t166",1,4,10,11,3,1,8,1,1,17,0,24,10,5,8,3,5,5,0
"t155,t167",0,3,6,98,42,35,10,2,1,12,27,37,7,14,5,7,4,4,0
"t155,t168",0,1,10,12,3,2,8,1,1,6,2,24,13,4,4,14,4,5,0
"t155,t169",5,10,24,18,1,6,41,14,3,37,34,162,44,4,13,11,1,8,0
"t155,t170",2,12,17,7,4,5,33,9,2,31,25,126,58,14,4,6,17,14,0
"t155,t171",0,2,11,173,71,38,7,1,1,5,99,23,29,41,0,1,3,2,0
"t155,t172",2,7,1,22,7,3,23,5,2,24,17,88,47,14,3,10,19,17,0
"t155,t173",7,5,13,0,1,4,30,9,2,18,15,122,14,1,5,9,2,6,0
"t155,t174",3,5,4,26,8,3,16,3,1,11,8,60,37,10,4,7,13,11,0
"t155,t175",6,0,13,41,13,1,5,0,1,13,0,15,11,8,14,1,12,10,0
"t155,t176",8,7,7,3,1,3,29,9,2,17,14,118,37,5,4,6,4,5,0
"t155,t177",3,9,5,7,3,2,33,10,2,24,17,131,52,6,2,3,9,2,0
"t155,t178",6,0,13,27,9,2,9,1,1,13,0,30,11,7,15,5,10,7,0
"t155,t179",7,1,13,40,12,1,3,0,0,4,0,4,14,10,8,4,10,8,0
"t155,t180",1,0,3,17,8,0,0,0,0,1,3,2,5,4,5,7,3,2,0
"t155,t181",4,9,3,13,5,2,27,7,2,26,12,107,43,8,2,9,10,3,0
"t155,t182",4,10,9,18,6,3,27,7,2,26,19,104,52,15,9,13,19,16,0
"t155,t183",2,5,9,8,3,4,21,7,2,18,13,94,10,4,7,3,0,8,0
"t155,t184",1,1,5,2,1,0,0,0,0,2,2,0,3,0,1,9,0,1,0
"t155,t185",4,6,9,6,4,4,38,11,3,22,28,144,28,14,7,5,20,16,0
"t155,t186",3,6,2,6,3,5,24,6,2,23,7,94,34,4,0,16,5,4,0
"t155,t187",4,2,12,29,9,1,3,0,0,0,6,6,15,2,4,1,2,3,0
"t155,t188",8,2,13,43,12,1,2,0,0,12,0,2,17,11,14,7,12,10,0
"t155,t189",1,7,2,20,4,3,21,5,2,22,14,80,48,15,8,1,19,17,0
"t155,t190",3,2,15,33,10,1,7,1,1,5,3,21,28,11,9,1,12,11,0
"t155,t191",4,1,10,30,13,1,3,1,0,5,3,12,5,4,17,5,5,3,0
"t155,t192",1,5,12,1,4,5,37,12,3,24,25,146,21,1,12,13,4,4,0
"t155,t193",2,4,11,18,7,3,30,8,2,19,23,116,10,14,3,14,21,18,0
"t155,t194",6,9,5,17,6,4,23,6,2,21,17,91,50,13,0,7,14,13,0
"t155,t195",1,1,9,0,0,0,3,1,0,1,4,15,5,3,5,7,0,0,0
"t155,t196",5,1,5,21,9,2,13,2,1,13,4,45,3,6,1,12,6,7,0
"t155,t197",0,2,3,1,1,0,0,0,0,6,4,3,14,1,1,2,0,0,0
"t155,t198",8,8,9,3,0,4,30,8,2,23,13,118,48,8,3,4,9,2,0
"t156,t157",9,10,28,47,10,6,40,13,3,25,35,162,56,1,10,5,3,8,0
"t156,t158",1,2,1,25,10,0,1,0,0,5,2,5,1,4,7,8,6,4,0
"t156,t159",6,5,22,37,11,4,28,8,2,13,14,117,23,2,2,4,1,7,0
"t156,t160",10,8,31,36,8,5,45,15,3,22,42,176,40,7,5,6,8,4,0
"t156,t161",1,5,20,12,0,4,31,9,2,14,22,125,26,2,2,8,3,2,0
"t156,t162",7,11,35,49,7,8,41,14,3,29,39,167,49,17,5,1,9,15,0
"t156,t163",1,2,1,7,3,1,5,1,1,8,9,20,11,4,3,5,3,3,0
"t156,t164",7,10,37,57,12,6,40,14,3,29,41,164,60,15,4,3,10,15,0
"t156,t165",2,0,3,1,2,0,3,1,0,1,4,16,7,3,5,2,6,3,0
"t156,t166",6,5,3,18,6,1,7,1,1,13,3,26,24,1,4,0,2,1,0
"t156,t167",5,4,7,69,33,35,9,2,1,8,24,39,21,20,7,4,3,2,0
"t156,t168",5,0,3,17,6,2,7,1,1,2,1,26,1,2,8,11,3,1,0
"t156,t169",10,11,37,47,8,6,40,14,3,33,37,164,58,10,1,8,8,14,0
"t156,t170",7,13,30,22,5,5,32,9,2,27,28,128,72,8,8,3,10,8,0
"t156,t171",5,1,2,144,62,38,6,1,1,1,96,25,15,47,12,2,4,4,0
"t156,t172",7,8,12,7,2,3,22,5,2,20,20,90,61,8,9,7,12,11,0
"t156,t173",2,6,26,29,8,4,29,9,2,14,18,124,28,7,7,6,5,12,0
"t156,t174",2,6,9,3,1,3,15,3,1,7,11,62,51,4,8,4,6,5,0
"t156,t175",1,1,0,12,4,1,4,0,1,9,3,17,3,2,2,2,5,4,0
"t156,t176",3,8,20,26,8,3,28,9,2,13,17,120,51,1,8,3,3,11,0
"t156,t177",2,10,18,36,12,2,32,10,2,20,20,133,66,0,10,0,2,8,0
"t156,t178",1,1,0,2,0,2,8,1,1,9,3,32,3,1,3,2,3,1,0
"t156,t179",2,2,0,11,3,1,2,0,0,0,3,6,28,4,4,1,3,2,0
"t156,t180",6,1,10,12,1,0,1,0,0,3,6,4,9,2,7,4,4,4,0
"t156,t181",1,10,16,16,4,2,26,7,2,22,15,109,57,2,10,6,3,3,0
"t156,t182",1,11,22,11,3,3,26,7,2,22,22,106,66,9,3,10,12,10,0
"t156,t183",3,6,22,37,12,4,20,7,2,14,16,96,24,10,5,6,7,14,0
"t156,t184",6,0,8,31,10,0,1,0,0,6,1,2,11,6,11,6,7,5,0
"t156,t185",9,7,22,23,5,4,37,11,3,18,31,146,42,8,5,2,13,10,0
"t156,t186",2,7,15,23,6,5,23,6,2,19,10,96,48,2,12,13,2,10,0
"t156,t187",1,1,1,0,0,1,2,0,0,4,3,8,1,4,8,2,5,3,0
"t156,t188",3,3,0,14,3,1,1,0,0,8,3,4,31,5,2,4,5,4,0
"t156,t189",4,8,11,9,5,3,20,5,2,18,17,82,62,9,4,4,12,11,0
"t156,t190",2,3,2,4,1,1,6,1,1,1,6,23,42,5,3,4,5,5,0
"t156,t191",1,2,3,1,4,1,2,1,0,1,6,14,9,2,5,2,2,3,0
"t156,t192",6,6,25,28,5,5,36,12,3,20,28,148,35,5,0,10,3,10,0
"t156,t193",7,5,24,11,2,3,29,8,2,15,26,118,24,8,9,11,14,12,0
"t156,t194",11,10,18,12,3,4,22,6,2,17,20,93,64,7,12,10,7,7,0
"t156,t195",6,0,4,29,9,0,2,1,0,3,7,17,9,3,7,4,7,6,0
"t156,t196",10,2,8,8,0,2,12,2,1,9,7,47,11,0,11,9,1,1,0
"t156,t197",5,1,10,28,8,0,1,0,0,10,7,5,0,5,11,1,7,6,0
"t156,t198",3,9,22,32,9,4,29,8,2,19,16,120,62,2,9,1,2,4,0
"t157,t158",8,12,27,22,0,6,39,13,3,30,37,157,57,3,3,3,3,4,0
"t157,t159",3,5,6,10,1,2,12,5,1,12,21,45,33,1,8,9,2,1,0
"t157,t160",1,2,3,11,2,1,5,2,0,3,7,14,16,8,15,1,11,12,0
"t157,t161",8,5,8,35,10,2,9,4,1,11,13,37,30,3,12,3,6,6,0
"t157,t162",2,1,7,2,3,2,1,1,0,4,4,5,7,16,5,6,6,7,0
"t157,t163",10,8,27,54,13,5,35,12,2,17,26,142,45,5,7,0,6,11,0
"t157,t164",2,0,9,10,2,0,0,1,0,4,6,2,4,14,6,8,7,7,0
"t157,t165",7,10,25,48,12,6,37,12,3,26,31,146,49,2,5,7,3,5,0
"t157,t166",3,5,25,29,4,5,33,12,2,12,32,136,32,0,6,5,1,7,0
"t157,t167",4,6,21,116,43,41,31,11,2,17,59,123,35,19,3,1,0,6,0
"t157,t168",4,10,25,30,4,4,33,12,2,23,34,136,55,1,2,6,0,7,0
"t157,t169",1,1,9,0,2,0,0,1,0,8,2,2,2,9,11,3,5,6,0
"t157,t170",2,3,2,25,5,1,8,4,1,2,7,34,16,9,2,2,13,16,0
"t157,t171",4,11,26,191,72,44,34,12,2,24,131,137,71,46,2,7,1,4,0
"t157,t172",2,2,16,40,8,3,18,8,1,5,15,72,5,9,1,2,15,19,0
"t157,t173",11,4,2,18,2,2,11,4,1,11,17,38,28,6,3,1,2,4,0
"t157,t174",7,4,19,44,9,3,25,10,2,18,24,100,5,5,2,1,9,13,0
"t157,t175",10,9,28,59,14,5,36,13,2,16,32,145,53,3,12,7,8,12,0
"t157,t176",12,2,8,21,2,3,12,4,1,12,18,42,5,0,2,2,0,3,0
"t157,t177",7,0,10,11,2,4,8,3,1,5,15,29,10,1,0,5,5,0,0
"t157,t178",10,9,28,45,10,4,32,12,2,16,32,130,53,2,13,3,6,9,0
"t157,t179",11,8,28,58,13,5,38,13,3,25,32,156,28,5,6,4,6,10,0
"t157,t180",3,9,18,35,9,6,41,13,3,28,29,158,47,1,3,1,1,4,0
"t157,t181",8,0,12,31,6,4,14,6,1,3,20,53,1,3,0,1,6,5,0
"t157,t182",8,1,6,36,7,3,14,6,1,3,13,56,10,10,7,5,15,18,0
"t157,t183",6,4,6,10,2,2,20,6,1,11,19,66,32,9,5,11,4,6,0
"t157,t184",3,10,20,16,0,6,41,13,3,31,34,160,45,5,1,1,4,3,0
"t157,t185",0,3,6,24,5,2,3,2,0,7,4,16,14,9,5,3,16,18,0
"t157,t186",7,3,13,24,4,1,17,7,1,6,25,66,8,1,2,8,1,2,0
"t157,t187",8,11,27,47,10,5,38,13,3,29,38,154,57,3,2,7,2,5,0
"t157,t188",12,7,28,61,13,5,39,13,3,17,32,158,25,6,12,1,8,12,0
"t157,t189",5,2,17,38,5,3,20,8,1,7,18,80,6,10,6,9,15,19,0
"t157,t190",7,7,30,51,11,5,34,12,2,24,29,139,14,6,7,9,8,13,0
"t157,t191",8,8,25,48,14,5,38,12,3,24,29,148,47,1,15,3,1,5,0
"t157,t192",3,4,3,19,5,1,4,1,0,5,7,14,21,4,10,5,0,2,0
"t157,t193",2,5,4,36,8,3,11,5,1,10,9,44,32,9,1,6,17,20,0
"t157,t194",2,0,10,35,7,2,18,7,1,8,15,69,8,8,2,15,10,15,0
"t157,t195",3,10,24,18,1,6,38,12,3,28,28,145,47,2,3,1,4,2,0
"t157,t196",1,8,20,39,10,4,28,11,2,16,28,115,45,1,1,4,2,9,0
"t157,t197",4,11,18,19,2,6,41,13,3,35,28,157,56,4,1,6,4,2,0
"t157,t198",12,1,6,15,1,2,11,5,1,6,19,42,6,3,1,4,5,4,0
"t158,t159",5,7,21,12,1,4,27,8,2,18,16,112,24,2,5,12,5,3,0
"t158,t160",9,10,30,11,2,5,44,15,3,27,44,171,41,11,12,2,14,8,0
"t158,t161",0,7,19,13,10,4,30,9,2,19,24,120,27,6,9,0,9,2,0
"t158,t162",6,13,34,24,3,8,40,14,3,34,41,162,50,13,2,9,3,11,0
"t158,t163",2,4,0,32,13,1,4,1,1,13,11,15,12,8,4,3,9,7,0
"t158,t164",6,12,36,32,2,6,39,14,3,34,43,159,61,11,3,11,4,11,0
"t158,t165",1,2,2,26,12,0,2,1,0,4,6,11,8,1,2,10,0,1,0
"t158,t166",5,7,2,7,4,1,6,1,1,18,5,21,25,3,3,8,4,3,0
"t158,t167",4,6,6,94,43,35,8,2,1,13,22,34,22,16,0,4,3,2,0
"t158,t168",4,2,2,8,4,2,6,1,1,7,3,21,2,2,1,3,3,3,0
"t158,t169",9,13,36,22,2,6,39,14,3,38,39,159,59,6,8,0,2,10,0
"t158,t170",6,15,29,3,5,5,31,9,2,32,30,123,73,12,1,5,16,12,0
"t158,t171",4,1,1,169,72,38,5,1,1,6,94,20,14,43,5,10,2,0,0
"t158,t172",6,10,11,18,8,3,21,5,2,25,22,85,62,12,2,1,18,15,0
"t158,t173",3,8,25,4,2,4,28,9,2,19,20,119,29,3,0,2,1,8,0
"t158,t174",1,8,8,22,9,3,14,3,1,12,13,57,52,8,1,4,12,9,0
"t158,t175",2,3,1,37,14,1,3,0,1,14,5,12,4,6,9,10,11,8,0
"t158,t176",4,10,19,1,2,3,27,9,2,18,19,115,52,3,1,5,3,7,0
"t158,t177",1,12,17,11,2,2,31,10,2,25,22,128,67,4,3,8,8,4,0
"t158,t178",2,3,1,23,10,2,7,1,1,14,5,27,4,5,10,6,9,5,0
"t158,t179",3,4,1,36,13,1,1,0,0,5,5,1,29,8,3,7,9,6,0
"t158,t180",5,3,9,13,9,0,2,0,0,2,8,1,10,2,0,4,2,0,0
"t158,t181",0,12,15,9,6,2,25,7,2,27,17,104,58,6,3,2,9,1,0
"t158,t182",0,13,21,14,7,3,25,7,2,27,24,101,67,13,4,2,18,14,0
"t158,t183",2,8,21,12,2,4,19,7,2,19,18,91,25,6,2,14,1,10,0
"t158,t184",5,2,7,6,0,0,2,0,0,1,3,3,12,2,4,2,1,1,0
"t158,t185",8,9,21,2,5,4,36,11,3,23,33,141,43,12,2,6,19,14,0
"t158,t186",1,9,14,2,4,5,22,6,2,24,12,91,49,2,5,5,4,6,0
"t158,t187",0,1,0,25,10,1,1,0,0,1,1,3,0,0,1,10,1,1,0
